"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9126819526397","18.4347628834968","18.0720363470662","17.2231200318056","16.39047353385","14.9942601242776","13.9423116554146","11.5256107379588","11.3498051554549","11.3374774674789","10.3643747119717",
"American Samoa","ASM","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","4.97087249556714","4.49459149422477","3.57760156977308","3.0701020672237","2.95812777348795","2.69924820794157","2.67930690469967","2.03732257465089","2.12784595964907","1.87129296662111","1.90907865965453","1.76773329788297","1.70630162173784","1.7806330960768","1.77993403095471","1.80259038915182","1.74536495567382","1.57653978108152","1.643078028563","1.61536348600583","1.71902463445559","1.66648008874325","1.66768177731373","1.59689852993905","1.6133808356082","1.7309205350118","1.74806575356684","1.60997394564425","1.75633598841419","1.65211521296098","1.60589089985752","1.54763610412009","1.49163724298882","1.6334084585151","1.93318183889934","1.898847481064","2.01729829368227","1.65576063634316","1.61232672128831","1.56801881003821","1.79211198239931","1.73718173593545","1.74595840913964","2.14218098709775","1.98462049651113","1.85732678963151",
"Australia","AUS","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.19413503068879","3.17161843309096","3.04331083491421","3.25323308609182","3.33846955023456","3.01021354868378","3.37947697985359","3.22998483727013","3.02908930450426","3.04994624936433","3.11284281744593","3.49966614608089","3.94678017126214","2.88827373818666","3.06268960885575","2.88693365739529","2.73229459487598","2.206960683057","2.34261372357955","2.30063404798848","2.20426574193435","2.2916618196662","2.26753394268406","2.28565217787462","2.22088493848043","2.37595522714462","2.40453009222111","2.70322055368689","2.45811026057792","2.11618847711384","2.01210323364172","2.30660266032948","3.17268869332033",
"Austria","AUT","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","5.10631891369283","4.41013560445067","4.41461438012659","4.28892579326512","4.32640253712843","3.96693470205005","3.64603887275929","3.41220928704143","3.58234970359858","3.13516480607286","3.22696289723507","3.19749322364061","3.04846132833427","3.01155485047995","3.09711987382272","2.81128199383227","2.45333456337001","2.20444079649096","2.37154589541966","2.15859633228818","1.98247099499027","1.90548344310224","1.79334392378865","1.72221732211898","1.64730021298979","1.67070339573168","1.56277441149196","1.49193189790189","1.47647439267771","1.25939963482441","1.30318945861739","1.41639156023265","1.34222302680426","1.14681776764538","1.26732767225745","1.40191493427276","1.3485513899381","1.25472121594195","1.20074056404147","1.1297901935645","1.11031647926172","1.21053643138638","1.13060289104829","1.05234907994203","1.08551938880935","1.2121891227663","1.30790007521456",
"Azerbaijan","AZE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5006821282401","30.4827844311377","26.0596253189768","27.1095541401274","32.3456631972244","25.3444559002718","24.9615750567225","20.1279169173289","18.1479974423066","18.3995125956928","16.0848646701003","14.8374595530138","13.9546391752577","12.4256629119149","10.9880190382406","9.08684368137353","7.09157055829982","6.70298478517657","5.59580638410253","6.12193306461806","5.52125279642058","5.07564993663838","5.13976950772418","5.3662644804235","5.31940671805552","6.17745494667157","5.60494628069084","5.60736901068842","5.21250561853868","5.6952581438455","6.7389474235341","5.72598365721349","4.76455212671996",
"Burundi","BDI","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","65.3313935147911","64.7617713131167","60.7731276105096","63.3136386218903","61.0342227698192","61.3036042313296","59.4754832504215","55.5801551193022","53.9640169481958","53.8322491966597","57.5719356233857","58.1425960451394","52.6126768285996","53.4821872081702","54.6598573254013","55.9519709491249","52.5195880496498","50.5563503190181","48.2156300176358","47.1220925298314","51.0568501841364","48.5979103153404","48.0045217057559","47.1698116933114","40.7323254524441","42.0226931283613","53.3809215127328","42.4218641481914","44.538704047976","47.6353041282389","44.1070401093686","43.8431420582797","43.3336112421252","42.8412837005394","41.9026049689034","40.8481233922949","40.6376822658218","34.9341719197591","38.0048233017065","36.7213641376786","38.4305452876335","36.7045760044036","35.4200325741609","38.3674000405511","34.9581923436541","30.6846972994222","31.5443361286606","28.5466470060171","29.0119004854571","28.8443899996176","28.6249499997947","28.6602199997861","27.5667137824053",
"Belgium","BEL","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.30662347836539","1.32831141025288","1.34082101190755","1.25567547258707","1.07623533062933","1.17600527973714","1.10935029767163","1.03313414275776","1.0294445025288","1.02291054131515","0.840639973990251","0.907269380581052","0.887523940039387","0.712338067185966","0.645274318792124","0.765104156770348","0.648034219951815","0.781226734946645","0.681174913459581","0.637835968092569","0.6864147804639","0.628433475870949","0.665093660241847","0.603042098829086","0.670014650825475","0.750738211772504","0.662897538033726","0.659979812767606",
"Benin","BEN","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","46.1577230946704","46.1937857251441","44.7092726752393","43.7183697135422","45.5281522642709","44.6194250281919","45.1478198273001","42.0810132043619","38.8680689997636","38.4966628316752","36.3278523843779","34.357736013712","34.2310223417357","33.6239203142795","31.5336957738479","30.5386665532365","33.1965062561477","31.8550853762966","34.5421439063843","34.9928860436256","35.4326884671216","32.664652346085","32.5011996849539","33.1576442965202","33.3115605274576","31.5455488860391","33.6710590159502","33.2799507625574","34.3800931861193","37.8568847933107","34.6549453638938","35.0437734981583","33.9419041358772","34.1194607988571","32.2939945673508","33.0901595921974","35.7053003917894","35.7819301606788","36.5766497896743","24.5343349115333","23.5412339925262","25.0481627427766","25.38272927764","24.4539837351198","26.5208492800284","26.6894285026991","26.631803428758","26.9710869666408","26.8261561852139","26.9789553760994","25.8411354962681","25.7970008253273","25.7689758312295","25.2754046390823","25.6184529738008","26.3920850925037","27.7536354980493","28.4890165273264","28.0647739127077","26.8758016258337","27.1091750361118","28.5289506098592","26.8964460711789",
"Burkina Faso","BFA","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","38.4845333396091","38.3070083278146","37.8587829243045","38.4936340831014","38.6811102601106","35.4147844310128","36.2671973724948","33.4119811530932","31.5939326737211","32.0176636526134","30.5118697875711","30.5994111277863","31.9021036655741","29.3985209203471","30.8246234459247","28.8661589240903","29.0154648732085","28.4224865122019","30.1205951406855","29.3799509159701","28.4463449795614","29.8039802853452","27.5193113010989","27.614830855479","28.498839800914","33.9041678089027","29.3604276148032","27.8163251717463","28.5466961309047","27.6277083164397","27.9500222744042","29.793265328148","28.8098112792292","30.2310515664871","32.9477702743622","33.2172170930601","36.3791732658042","33.7387786954986","36.5635560806964","27.2522866567535","24.9140364618327","26.9204304323679","26.3724484751209","25.9609768246545","23.3814384513092","26.7709190270281","25.2289761645165","21.8394874058463","27.314280245881","23.2048471286094","24.1433866229434","23.043650452489","23.7560050181575","23.6410927919708","23.6937727725999","22.6464984902029","21.7147178290213","20.5855872188282","20.9974732840091","18.3761029057026","18.3980789270946","17.4606569700041","20.4000343919907",
"Bangladesh","BGD","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","57.4743123752637","57.9882359513306","57.0185740229353","57.146668173399","53.3568366475041","52.8186947728848","53.9473705792359","55.8524783666106","53.555739970899","55.4128189249571","54.5614999911132","51.0313112066753","59.6099059973143","56.6388529969867","56.6365531249665","61.9541391335466","51.9144569344659","48.898056925939","54.2503083024678","52.4520120556112","32.8238918515406","31.9515169185203","31.4416963304952","31.0460304619363","34.6986320797597","33.0067315667626","32.3691528885324","32.6639009291872","31.3191777996177","30.5616428363458","30.4898330963098","31.6770232352381","30.5175252361271","27.3210858173117","26.7255375508155","27.3043698025967","23.266208049769","23.2461437492233","22.5874157614312","22.6584111161909","22.7181480755923","21.8483405815259","20.5841344226366","19.8127182977042","19.2669595662859","18.5710395455964","18.0340165108542","17.8065367823955","17.5956955421992","17.1046290519632","17.0011812592919","16.8099867573503","16.1775631728154","15.4932779979784","15.3516208986344","14.7829964369364","13.4647923176039","12.9572760433733","12.4800771856196","11.9753219186585","11.9996868602485","11.6328584271282","11.2176010351595",
"Bulgaria","BGR","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","14.4185956341359","16.6255661801711","17.1778168407266","14.4794832062144","15.8126229440906","11.8685822802674","12.9195498463273","11.7961857366149","11.4593520423731","10.9418583498403","17.7459650235952","15.3905674281503","11.6180278884462","9.9344262295082","11.4916286149163","9.2183209386075","9.59257733504821","20.4768437246107","13.4115642615479","12.9586243402131","10.970482362947","10.6032532421664","9.71056962763958","9.09562775017386","8.45218537659142","7.28368572889434","6.09628492053004","4.65178489194212","5.86962692201849","4.23578565966123","4.03303510604369","4.66147651720173","4.42997508466995","4.51605399783225","4.55857549457845","4.0606896748769","4.05315347417595","4.04090723942437","3.3846096037225","3.24136009330673","3.48847693898","4.36701478207005","4.39944735523894",
"Bahrain","BHR","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","0.984370952422071","1.01234757266662","1.05777648088707","1.1535175163771","1.11678583588696","1.19437768552909","1.36872004879324","1.34250441763403","1.18046117376625","1.1351414607283","0.949346076458753","0.882139770697701","0.909896999552172","0.851378305119419","0.86034198622614","0.862944478628011","","","","","","","","","","","0.268763501054214","0.29227169028013","0.264810236570707","0.337284356568349","0.297677228105778","0.290850277264325","0.275737043040234","0.274789045054941","0.299909668641636","0.316230179939426","0.332168625493488","0.29059524041583","0.288059552171118","0.281212267731055","0.31379189218897","0.279099857891552","0.25761747452519",
"Bahamas, The","BHS","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","2.04301602077311","1.90459783274865","1.81193124368049","1.82756086321153","","2.0125081645983","2.2085281111813","2.83373404132221","2.66301061434545","2.4612871927555","2.67508438171218","2.83414989792943","2.64691050152397","1.56181897428447","1.37855944927867","1.26759041993162","1.34464685685702","1.19862993112386","1.51331582811254","1.34722421080282","1.16175185996252","1.06443545271548","1.17042464776611","1.09339124571261","1.04313129393882","0.9096409923502","1.09749043162674","1.09230471329484","1.07271116086003","0.920210550232893","0.835711920974222","0.826701162521738","0.886748136297103","0.782633533276207","0.686761079850793","0.545230382809927","0.827301990855596","0.477115791665221","0.572983702141517",
"Bosnia and Herzegovina","BIH","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8533228470311","20.6999985084032","20.7000003100819","17.5180457264676","15.9604100187793","13.2629920286002","9.00146376331907","9.12057740305993","8.87350362815024","8.10501842544062","8.58349505778716","8.29736825390212","8.05428927250657","7.70495340963332","7.20727201234942","7.07660163466849","6.79676215913764","6.75774539555131","6.13767155368512","6.84139112671187","5.95105769918674","6.03756695112693","6.16558905049231","5.43104998511606","5.71878249130791","5.45004218122409","5.91443990580606","5.02318404437786","4.71202605332016",
"Belarus","BLR","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9468822170901","22.2222222222222","22.8260869565217","17.1573604060914","13.589613893104","15.766496709307","15.098598303786","13.4179320121037","12.0617636126188","12.7005575559539","12.0968271694147","10.3504297393613","10.1284322239778","8.63562770752199","8.85025144123636","8.51859080856531","8.57872759155765","8.30316995882275","8.66625369440669","8.13139157710571","8.89151958926658","8.00175755504565","8.13105224877181","6.80912226763989","7.30339170255277","6.28294961628295","6.89528062433517","7.56610054090858","6.59009156311315","6.79497075676157","7.07716352415493","6.70684479220258","7.70846614482636",
"Belize","BLZ","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","28.980190755686","28.0632411067194","22.8752543657972","22.3913337932501","19.0335118142495","18.5915998328972","17.7287332899256","17.3659922620794","17.8430397241871","19.0465677484611","18.1101799162915","17.2912666683345","13.3216972283277","12.1910350584307","11.8792213410238","11.2092476697736","11.4113220998056","11.9838423946243","11.8016030534351","11.3909907834101","10.8167560175055","11.3442256410256","10.854144265233","9.58265692175408","9.25923357664234","10.543624807396","10.4247715005398","9.82463564830653","9.57614168247944","8.74421580188679","8.37919317524581","8.58315382326689","8.79879781420765","8.92267930750206","10.4510535995796","10.1075486573048","10.1807015902713","9.53828319384755","7.63924507416427","8.48721128608924","7.06834989200864","6.49496172149803","8.38700480769231","7.68908087497491","7.59920364854033",
"Bermuda","BMU","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.79999925799235","0.799999454451286","0.699998850115052","0.699999067510159","0.668952155022428","0.692327610262023","0.795458124345352","0.821851057858248","0.844158464897229","0.80164153178958","","","","","0.286094289177554","0.312941026259641","0.281396534564362","0.328283343819346","0.211116703055883","0.227889496811275","0.307018452846711","0.274700811333467","0.234985525140753","0.220961505173123","0.25549040843763","0.297045122909417","",
"Bolivia","BOL","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","19.508359543122","19.8448063921328","19.2523923444976","20.1210826210826","21.2463712939609","20.8445903819776","20.6138986957397","20.177761261052","18.4955187362038","18.0501053098326","16.9489392253332","17.2790341960171","16.0861830567547","19.4581325926707","21.5458312138941","19.0156279969544","16.9331807909456","16.2961456403263","15.7353811209886","15.2631401362013","15.3535992695313","15.5420957531421","14.4042043052046","14.6479622916899","15.2442867266742","14.8592991083324","14.1846793837749","14.9182592343414","12.6254313762121","13.2579915795139","12.9658118842238","13.2556536661742","12.955118631021","13.4272369562791","13.3223836388477","11.7927215329112","10.9375480546288","10.011155665672","10.4424041155226","11.1524074497311","10.3899057010594","9.7695858816954","9.8121619148328","9.9669794768463","9.74021753770169","10.2394941144455","11.1718754150532","11.5893359382153","11.4819241519851","12.2217575824891","14.0009305366582","12.922252719533","",
"Brazil","BRA","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","15.7324002723214","15.0775745506323","16.0956221521686","14.9527276034738","16.0257409969906","16.1730580381049","12.7406870833119","12.8060712909637","11.8074433336582","11.1616578507582","10.3736037888025","11.0895978783913","11.0886841713341","10.8552720762674","10.7525650964627","10.2284133373438","11.4179751116876","12.9181653948472","10.3033989380261","10.0623135726686","9.85064014666091","9.84352053707369","8.37088098224286","10.5333125847257","11.5957591661207","11.1046094361025","10.3813044375438","9.35991036563515","9.79655593394572","8.44158737716968","6.96344065508138","6.84138937730153","6.80608488408303","6.77810923883982","8.72198937517673","5.01166646465693","4.76841121077967","4.68504702949228","4.7500447835131","4.64598154008681","4.75045997570861","4.80104301642181","5.47527489339298","6.1671843856504","5.66531157603221","4.6511688230456","4.37004377780257","4.41691543601929","4.56785118332616","4.47677399182984","4.11575648758173","4.34203412773382","4.16832822196745","4.5068861822272","4.32561053706441","4.31914942775652","4.89135358685971","4.60059169424122","4.42039930378329","4.20501409570354","5.71148511675454","7.48692132808022","6.81318197126279",
"Barbados","BRB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","11.5066817159646","8.79219763726432","9.22992223937711","8.24629164174944","8.14358822220574","7.475442043222","5.75100401606426","5.21144809910295","5.45454545454545","5.13842746400886","4.86772486772487","4.70285897847735","5.00583430571762","4.74218321448162","3.72242874845105","3.4445268099827","3.45718503937008","3.43638221768012","3.21927710843374","2.44048994684539","3.20251177394035","3.33403449726546","2.6726368159204","1.99435227673844","2.33451237998989","1.99542408890342","2.11818628253397","1.8895863511991","1.9785013241938","1.64319930323704","1.58659510407121","1.45348465001655","1.30936890141243","1.18288162964139","1.41188621885517","1.29803379007125","1.22592710442062","1.33077489058796","1.42177613277448","1.35424481809985","1.30484718239363","1.29324300703416","1.29978609836713","1.43605911478491","1.30065267408555","1.48871955135066","1.48230727940873","",
"Brunei Darussalam","BRN","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","1.337818209617","1.33554721339879","1.10918347032223","1.01731806567616","1.08715346983149","0.902068196355645","0.634854457246816","0.693804542251613","0.843789381403759","0.984748704439986","1.0658734585115","1.21254337422442","1.92772022743204","1.93073488596597","2.21614833419517","0.961563595877839","0.966141670584548","1.02205316653636","0.96520909757887","1.07733343382575","1.19870895402851","1.16152757078987","1.12211285179537","1.22734352727744","1.41028318584071","1.23498012055919","1.02441349174926","1.13456723618635","1.09356960801094","1.22219651944208","1.12745345314218","0.946593335407581","0.706141842882068","0.689655172413793","0.635849768848754","0.908956973474342","0.733012306046014","0.575033257520491","0.655398677292875","0.684659216396484","0.86273749515316","1.10248621892226","1.20363347726695","1.08644948261552","1.01762308070597","0.986055130118515","1.21750283610591","1.25628997432451","1.09616029704876",
"Bhutan","BTN","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","39.8293528562464","37.6180728333366","38.3384672315476","38.1090257902071","38.4688632771717","39.4862012051552","38.2865756197405","33.0118733609699","34.8471863141937","32.4139580805172","31.6107341094238","30.1666915925111","30.4929952537847","28.5904625577109","30.3900623434788","27.8478298867802","27.1774271052571","27.2914789766781","25.8386775141367","24.1399748469604","24.2671952814324","23.1666573488839","23.2013929168235","22.1368206445982","21.7299398203436","20.1999744993388","19.3648112454547","16.7371116328124","16.380940214112","16.1903535730568","14.7830364590176","14.2955525913407","13.9639784972823","14.0912157774554","14.5144485329975","14.4368680116704","14.3946237291342","15.0336188059309","15.991248235553","15.784149136121","19.1516898551579","19.1916698038805","",
"Botswana","BWA","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","43.222960296131","41.9258950555596","40.6760461448299","39.7267915996858","38.5722469572558","33.8414634146341","39.2953929539295","41.2608948976801","43.6842105263158","38.7038703870387","32.994923857868","32.9845814977974","33.0055074744296","33.0776040129832","31.7864871363308","27.5461640967066","24.6676970633694","22.603550295858","18.4374680437673","14.4717150553726","12.7038990964769","12.3706176961603","10.2722357781924","7.97138079869347","6.893020080072","5.92187463165091","5.28678971301922","6.24488558872556","5.63195334794657","4.69699286237336","4.52615085751558","4.37689552426058","4.63278501125985","4.52119256312185","3.75614363423294","4.63772094370987","3.69099404898572","3.54270561660428","3.16686425607587","2.99076549401847","2.79469978903454","2.59029062025391","2.4256159925616","2.72238695522266","2.25958534959102","1.82838052405033","1.73893509424301","1.92668435755015","2.14007027610337","2.37598419625963","2.0910409188325","2.11892300680962","2.3148110827158","1.99354322327234","1.81959835253259","1.94776486758829","1.97588757367029","1.8419939490754","2.11731083204729","2.0834294941339","2.20806322840488","1.78984488863998","1.7588160495711",
